new_user_id	movielens_Id	movie_rating
679	94777	4.42108518251
332	339	4.29519069576
1085	106100	4.58806964821
58	5618	4.46679418729
697	2858	4.23110133179
269	52328	4.6214086223
615	457	4.19632472457
1695	2858	4.63049826499
924	750	3.92611520907
316	64614	5.14679949794
554	1136	4.35632921348
1338	97304	4.39153889962
1234	3147	4.38759134543
535	2329	4.23470938775
191	924	4.43699238081
911	2908	4.57214596627
954	112552	3.7124110282
1561	3468	4.55409324899
1003	104374	3.95691102625
980	55247	4.25921462313
976	1250	3.8393026459
228	107883	4.20971036865
1673	1204	4.43687642149
1234	1234	4.31955748317
124	1259	3.99148226741
617	74458	4.06349298662
842	30749	4.20761057705
537	1234	4.08721061558
1079	6579	3.89836091844
1504	7926	3.85287344808
1688	296	4.08977153229
49	5816	4.62942029778
552	135567	4.47391090886
1045	2858	3.55682322395
800	5618	4.61449572117
1522	46578	4.81412850405
1254	7361	5.09652035728
499	44199	4.00976669265
1057	134853	4.32849865245
395	2407	4.57556577932
373	50	4.51960685938
606	2076	4.90194593101
1323	3361	5.11115537574
874	457	4.4812408546
304	78499	4.07471291499
17	58559	4.29798518439
742	3462	4.32312430284
1478	7361	4.7347216668
1455	2028	4.92046323577
1614	5971	4.16755038066
1030	910	4.26939400202
1646	3030	3.81032810243
256	908	3.76986393731
1675	1178	3.86370544401
587	88125	4.88093932498
1360	7153	4.53828283899
591	2019	3.98356494032
472	6378	4.67423492089
853	356	4.85893040049
859	296	4.082796092
464	110	3.91322085406
232	1921	4.69593231297
1392	106916	4.66824232045
238	68358	4.60275712198
341	68358	4.38621261382
1091	1244	5.10390907399
364	103141	4.68328836663
303	112175	4.10053107277
1001	68358	5.34945314019
51	33794	4.60199273836
1182	1136	4.1370079471
1580	1283	3.85220241395
195	50	4.70599662783
751	102445	4.16892118349
910	112552	4.31027459154
961	104	4.51317009488
515	79132	4.57022599742
1118	608	4.41842752692
1540	5418	3.03942234273
853	593	4.7074501314
152	54259	4.22464760352
1015	1207	3.39643843634
959	1198	4.34905515845
1008	2700	3.76547462369
144	2542	4.29131119614
852	5291	4.88101030951
192	1203	4.56656834333
679	111921	4.89605991771
339	58559	4.32513110228
839	48774	4.54251813998
967	86781	4.79592997151
378	5444	3.32472635819
878	5618	4.85870710622
1215	3801	3.71753531279
1606	109487	4.49791229828
1000	61323	4.55377794024
515	4308	4.71291391365
1288	110	4.69657567687
772	110	4.26420814675
1455	356	4.82952514371
67	40815	4.0912315767
1158	4144	4.83351239989
1076	6979	4.37086239833
1397	1907	4.12702398878
1049	108729	4.19570545727
357	55118	4.87536525342
657	1036	3.84747095176
445	608	4.33063306298
195	858	4.73343589108
1257	1196	5.07281133038
602	318	4.39665558924
175	8516	4.85613198951
1491	908	4.34241632106
1451	5971	4.3254018197
667	50	4.86022933632
1339	1178	4.21266700248
167	1203	4.40665451234
138	1293	4.29729226701
277	112940	3.6763778933
437	3275	4.58354225495
1169	296	4.51904206746
1408	527	4.58287812607
311	48982	4.57459777037
1716	55820	4.1822631331
954	1299	3.71840594744
1152	593	4.36919878414
1732	86190	4.55354650485
310	68237	4.2179292424
1120	1219	4.643476987
1651	52328	4.6214086223
166	733	4.87549141469
299	68954	4.33579351482
110	912	3.24643016187
976	1230	3.81014590191
702	3435	4.30137237622
750	1244	4.19414148347
828	1247	4.26653971573
1061	953	3.81856760826
203	110102	3.75197978209
1621	326	4.52785131729
1598	59315	4.34825882646
310	1199	4.06952708551
1223	5971	4.30427353522
924	912	3.93852987903
1710	84152	3.82424421431
542	912	3.92734138149
894	48516	4.20772254707
1175	104879	5.03585278845
830	112183	3.93342374512
32	3022	4.44913481782
434	1204	3.85488655315
632	33794	4.54318273199
1186	1704	4.13926559952
461	17	4.11773328295
967	8961	4.77974580541
784	318	4.2984500539
100	112171	4.30654112135
810	1017	4.69757701286
409	7153	4.1383730954
1009	56782	3.38066402921
1235	1203	4.42695819857
219	2025	4.31634010085
1699	48516	4.99188858642
1220	6350	4.21530664791
1285	858	4.50842368504
1575	8228	4.08263587666
219	3181	4.51705729261
660	103624	4.94891682185
63	1193	4.04150445375
1746	2858	4.51896789708
1633	1299	3.85756235792
1169	608	4.4673359047
763	97921	5.09588299905
1348	5989	3.91620531172
595	3675	4.4531713293
1627	1307	4.24337419984
1468	97938	5.0
1106	5952	4.16648622375
1367	541	4.58599828316
1537	593	4.14841305154
860	1036	3.76282212878
1001	68954	5.15337133883
924	3996	4.24742296689
1438	8368	3.69405683608
770	1240	4.39138122965
563	923	4.35915363843
66	923	3.77613453815
151	98361	4.46397217441
1630	2019	4.14231606916
343	527	4.74374938593
677	1653	5.02144576722
703	89492	4.64184379186
1524	134853	4.73752233352
1135	5995	3.76222501045
1488	48516	4.09498897526
1169	541	4.49349823976
411	114028	4.30547418154
1234	48516	4.54998211763
59	116797	4.48593923787
258	6708	3.98733716693
176	1235	4.66528280536
1339	5008	4.14020903305
431	924	4.13681294613
284	97304	4.45403452575
1104	34405	4.8836681532
1246	1214	4.20185325058
251	97752	3.90715223943
419	318	4.1259272081
33	108949	4.62928422486
1240	1784	4.78734314302
258	64614	4.13940922495
547	141636	4.10401565135
770	8665	4.39778038036
703	3365	4.80939901907
734	3252	4.25820593769
1212	127198	3.97791245584
1345	5400	5.10628777307
1013	68157	4.67714643947
1556	110102	3.77169781651
742	3435	4.41760279618
996	78574	4.78949727982
862	74458	4.15377400866
1243	1197	4.151660862
1309	1199	4.20075621492
161	904	4.68516127988
1402	589	3.75069709889
1306	296	4.5560769102
1217	111	4.6448479159
1332	1214	4.38898637589
857	916	3.75979779725
1698	5690	4.3265605684
193	98961	4.20191408467
1340	112552	4.10460641248
500	5902	4.02654734784
663	922	4.42559875271
1034	81834	4.40619070152
676	3289	3.8773798625
961	110	4.75472383752
1331	2905	4.63435742507
857	1954	3.73147355261
226	908	4.45740293246
227	76093	4.42972201424
317	2329	4.2193369069
1148	3152	4.15056314841
1110	1407	4.75287409464
1636	103141	4.4611510381
1084	3275	4.89544770054
73	858	4.39376749787
162	1262	3.7400670843
1045	1225	3.45401701476
1531	44199	4.09809535302
80	2028	3.43912069031
1169	5291	4.50488154652
852	1178	4.94765963175
635	3435	4.85611253807
223	47610	3.97448221284
847	48516	4.66600022461
1658	1193	4.99939392739
521	17	3.60138105127
384	7153	4.43903293048
163	5291	4.26116621412
1578	318	4.75491453349
509	923	4.42924094112
1340	318	4.61928192606
391	2019	3.50375941954
590	1234	4.46496821945
1076	4262	4.13302555932
840	4144	3.86003931304
1686	114028	4.1108046624
1373	86781	4.16960398194
1049	109374	3.95006910807
920	2019	4.662218052
1248	3435	4.34757149112
233	44199	4.31290979051
279	2571	4.83699135948
1230	2194	4.23174191592
201	589	4.75548691009
1695	4262	4.81961770302
87	110	4.80675380324
409	541	4.18947855518
337	4993	4.28264446048
695	318	4.53079039248
924	3996	4.24742296689
489	1148	4.9296351554
615	318	4.35473203963
463	150	4.79209513834
1070	858	4.47310403574
1311	5952	4.71665785457
501	2186	4.41788933579
74	1214	4.61006329358
401	56367	4.47330647186
921	1035	4.15220300199
1343	99114	4.83223439044
272	61236	3.70301683113
849	104944	4.77540881969
725	5995	4.66510427892
685	4034	4.64103245399
904	1089	3.83217014019
159	8033	5.0954236178
1284	1231	4.28738413376
894	904	4.15343085709
1560	48516	4.49547508626
295	1197	4.34187294754
66	1148	3.82562475396
778	2762	4.12343067857
319	2459	4.68886899685
1450	1704	4.0274694641
758	112556	4.97390986641
929	7099	3.70680233108
1707	6947	4.19280881339
79	150	4.28068535535
335	112175	3.4512281512
868	508	4.59279043472
374	130284	3.32985832982
1295	3730	3.98973172208
1631	86781	4.41037886585
939	858	4.55399462593
678	58559	4.35678049481
1404	1197	4.69480819795
1397	112552	4.06311301697
1356	2959	4.01181075605
1092	3462	4.51874194444
510	1273	4.488252334
1191	1266	4.628024494
35	81845	3.67760572887
552	8368	4.61913353652
1663	1210	4.56944407684
637	63082	4.56193979541
489	1035	4.80533862435
927	1212	4.1840516478
129	5971	4.36291997531
781	97304	4.31897242056
551	48516	4.65954899967
1710	5971	3.73309022958
924	318	4.09224812931
996	89039	4.59463667112
467	2019	4.09880323886
606	7123	5.0
266	7153	4.42439895969
1014	919	4.32468694074
826	44199	3.98363201391
750	5971	4.05143676525
553	5971	4.08057363059
602	48516	4.22940655892
955	41997	4.04958151432
799	2700	4.70301028352
1416	104841	4.67365591062
195	318	5.10209272255
1255	3470	4.79906478002
422	17	4.65298805574
739	1953	3.86883467586
924	750	3.92611520907
975	916	4.45465458141
400	1219	4.18955634908
1234	1207	4.34053700358
506	36529	4.70029060974
825	3462	4.05153930121
224	1204	4.34435127115
676	6643	4.09798424013
199	5291	4.38973747725
814	72998	4.58538161485
1156	541	4.09167171707
833	5952	4.0264588127
303	1230	3.99530116781
530	76251	4.74796956241
1122	1234	4.50778435958
45	1252	4.38157627459
513	3307	4.25086166632
983	6669	4.82417362018
514	116797	4.44750199329
116	1732	4.30165163926
278	1704	3.94109002509
1460	508	4.6043683226
1416	117176	4.61381346353
1125	89774	3.37163399184
1535	50	4.78707752187
1027	114028	4.59017403675
26	2019	4.55720631444
175	84187	4.71729756696
1649	112175	4.32491940102
1562	36517	4.93462898496
1455	110	4.83079378867
256	912	3.79974633398
1578	1193	4.55918734282
1467	112290	4.10926450186
1614	103339	4.22948491475
480	2019	4.20660789674
541	112556	4.14628963941
1455	3916	4.36404266719
590	1222	4.41346425853
1748	55098	3.45178424992
1006	750	4.20190010367
1584	114935	4.23250986186
1199	5291	4.24447546642
139	78499	4.28548083366
1580	1284	3.86971998739
553	76093	3.93889797488
1166	92210	4.31244655905
1046	912	4.64863545596
1471	3471	4.32889546798
1075	1208	4.18668609156
1095	5008	4.26364769873
476	3462	4.33087166888
1219	5618	4.74972209834
1218	104944	3.81362177184
1282	2019	3.96549318231
343	59784	4.76387693414
671	134853	4.14342435123
1504	1244	3.86124155392
479	3030	4.18868930385
1335	1291	3.94902972817
963	1207	4.39089302087
225	1673	4.17167361783
251	96821	4.04098240704
11	88125	4.52052913698
921	115617	4.30234710328
585	6643	3.67849741243
90	916	4.09256219851
154	8914	4.36885564489
714	5291	4.99883894421
45	923	4.30868066813
1591	1276	3.97848885925
1394	71899	4.58712167257
1652	953	4.11473103079
116	7361	4.31217480682
677	58559	4.90165130312
578	5291	4.66174922275
1658	3578	4.93388864347
1472	48780	4.40493060154
994	6643	4.4548401359
1110	1347	4.5244562141
135	1961	4.19533123739
458	913	4.73432209578
902	7153	5.0
661	111759	3.72629627051
689	4018	4.82359754834
1691	117176	4.61371453966
557	111	4.39785459113
864	2019	4.57231101591
251	86882	3.90514041722
502	1252	4.59237845075
1685	115210	4.60892574182
1666	99114	4.15841416833
1224	38061	3.72501181476
409	750	4.1792637033
1489	46578	4.48160577867
46	79091	4.2095311498
1361	2076	4.40921862359
432	79132	4.10929221426
1256	5952	4.44078131151
932	115713	4.69081879973
1651	49272	4.51452206625
1355	858	4.04209092171
809	109487	4.85931461161
8	904	4.42169493405
1203	904	4.1077372027
279	76093	4.71285694994
1339	3307	4.16254450096
1193	235	4.06832237403
75	1270	4.42296957231
386	6787	4.09642431965
316	58803	4.58921812992
1457	3996	4.37656936086
587	59315	4.83749480698
1506	5952	4.87840281845
700	922	4.28259430717
1486	4226	4.25851172487
1441	5291	4.74752090239
1476	5064	4.69269857851
637	3671	4.85008419861
596	112852	3.7708619225
1736	48516	3.87045166849
638	50	4.19821042679
1300	25850	4.50938830232
1737	1270	4.73029348367
1181	64839	4.4080270994
1379	1079	3.69577480421
199	3911	4.43193881612
1591	1284	4.08176340797
227	54286	4.50449572355
1653	2161	4.08666649831
814	59315	4.74603627797
1461	122882	4.99771377669
1628	4239	4.90321195233
612	109487	4.95397054072
909	79242	4.46315028213
956	116797	4.38080823386
1019	6947	3.42294628147
603	6539	4.50860768915
479	296	4.14641014534
939	50	4.25687490781
723	589	4.57710767169
1624	32	4.74504813073
846	1230	4.68766916933
924	318	4.09224812931
874	1234	4.50457598536
963	81845	4.69918257195
1350	103141	5.00354791989
266	8132	4.61462604181
1115	103335	3.72306206593
1749	112552	4.13914524206
652	3035	3.91647334551
1727	1230	5.0
1257	2000	4.46874577119
211	84601	4.42501710408
237	104944	4.10734118966
358	50	4.21702791559
114	98243	4.34825108866
1678	3471	4.59207802072
1412	2762	4.36899263563
26	5618	4.83254858426
1631	5971	4.42068671826
1730	86781	4.18934713031
369	2174	4.35142987447
595	91542	4.49298698783
9	3578	4.18560981946
659	6643	3.84878674156
806	2712	3.72378337552
974	122882	4.43206279484
1043	50	4.05501335141
355	132456	4.72952469312
1227	97938	4.06465259037
731	527	4.04407753622
164	4144	4.39511946138
938	3949	4.51785105531
372	115569	3.74784690748
460	296	4.48008518646
708	72720	4.70177569248
1488	3468	4.05843441524
1584	2087	4.43286085524
1509	4993	4.53349263848
746	5008	3.88565295068
1592	4144	3.6426609813
18	4306	3.83261680286
384	111	4.41414612696
1541	908	4.41574675121
356	1196	4.0144479912
777	7153	4.46635171364
1690	5690	4.07401172547
1682	2019	4.68107978555
209	32497	4.57762635881
1211	1148	3.76266596483
683	6350	4.18678249535
1495	908	4.09317627928
753	908	4.40393167646
1149	2905	4.52637147451
87	3147	4.83321074619
473	104944	4.23597190867
829	79132	3.84283667438
419	109374	3.83021652034
581	1207	4.44017978223
420	904	4.23958699535
1336	2716	5.00935406904
809	3967	4.86637606096
593	2762	4.30213168934
213	3462	4.98674802641
551	4993	4.21105149676
97	111	3.97771515528
1375	1945	4.26760263019
1072	1393	3.78952175525
485	93510	3.94082215034
1133	55098	4.29911361733
223	81845	4.15905241433
1438	40815	3.65447496406
909	4848	4.19146698732
464	589	3.90321405288
1485	7361	4.0818726619
1334	116797	3.95885408619
948	2959	4.24140304663
468	628	3.73177683904
1150	3307	4.24209553397
1285	318	4.83705074497
1543	112175	4.01373698363
1333	99114	3.95308696585
1065	6711	4.4794980215
1468	47099	5.0
1413	1252	4.72818408573
1007	3996	4.59383203685
298	106696	3.77012225933
780	1193	4.37109332462
846	903	4.47876262491
990	4993	4.01334831577
1253	5971	4.26938191444
157	3006	4.32445790236
215	58559	4.00663209044
809	1281	4.87859562202
1046	608	4.5069070109
722	926	4.19895701884
1579	1387	4.22741654583
435	541	4.346663331
1275	922	4.08129007922
1317	5971	4.46555285732
1527	288	5.0
1580	916	3.86928351341
397	1266	3.8646924633
1738	1207	4.45158603485
1006	4011	4.20053752514
1628	1207	4.82101529729
394	750	3.97149823208
1058	76093	4.45662683813
104	7817	3.53657575116
123	129354	4.52911173381
586	38061	4.16434912483
1287	122892	3.34931162851
78	48774	4.43328472492
186	2067	4.62082451516
121	555	4.39704713103
236	922	4.18771342872
1480	60684	4.40118348276
1084	3301	4.1032422295
1306	1207	4.58076105899
291	5618	4.11203619505
141	95654	4.69607127306
1297	908	4.20393430797
728	527	4.5284840716
437	89864	4.46348115401
1364	5971	4.52250883946
1447	908	4.33822012458
998	92643	4.5525486735
1074	593	4.1460793204
1068	1222	4.41346425853
374	127565	3.33436052222
465	90430	4.96147450714
99	77800	4.49425914332
1219	1291	4.37786389952
1685	1035	4.71079865866
365	81834	3.57902331703
1508	1777	4.75547999501
428	104944	4.96020523092
1119	953	4.35867311852
662	1284	4.12889631428
1264	1203	4.1834558566
15	1207	4.23845643502
70	104913	4.12573082791
299	5291	4.45470700701
1138	908	3.91077423674
612	110553	4.66479740977
196	904	3.79882128629
1455	104944	4.52447489084
1053	912	4.66493101751
482	114028	4.28938357888
586	64614	4.099510772
852	50	4.8644187909
1651	102194	4.52027901655
1497	4649	4.37471731335
657	904	4.02926134862
957	7361	4.3869124642
1121	5618	4.27357373023
1575	2730	4.16245986874
952	109487	4.60560326366
1035	3578	4.2541181556
1201	109487	4.37248280164
408	84716	4.23821824228
869	2804	3.78782396913
1036	266	4.45639443619
122	6777	3.73714846994
967	2858	4.73730428156
1689	78499	4.4758148914
1427	109487	4.72599283936
734	3435	4.68441378779
985	96737	4.30301025485
240	2797	4.17909692591
1663	8665	4.43311801236
801	1197	4.60369451296
163	905	4.31792673149
219	7815	4.40715103626
546	2019	4.49762826551
487	30810	5.0
218	31658	4.62746156666
1076	68954	4.29953901064
719	3114	4.47087165483
463	161	4.9083679746
1364	7153	4.5274916134
1178	2396	4.15228246665
406	150	5.01782267253
1229	48516	4.02406454161
1379	1193	3.86313252221
1224	318	3.68250589238
1647	54286	3.49303723145
324	102445	4.72505909134
677	48516	4.81472784455
1521	1136	4.9273788996
1412	50	4.14191834085
1083	1304	3.66833447264
1338	2423	4.65431824601
594	48780	4.41165821225
72	3156	4.85864379969
1311	99114	4.57217714825
1513	115210	4.23955110063
226	2329	4.38164950536
1041	1961	4.89242391518
1021	858	2.51068245256
749	111	4.3332411761
902	48780	5.0
1335	1200	4.01060111
1736	923	3.88533365341
1418	3435	4.14224485364
272	48394	3.68390447692
1378	97921	4.68161830877
1600	3147	4.62849349619
108	2019	4.29443262836
661	112852	3.90289071195
1002	911	3.57404525974
854	91529	4.49531089973
942	1212	3.9014187761
1695	2791	4.76951157126
1342	86781	4.13752732069
56	122892	4.91862645452
1352	1266	3.86480656531
633	50	4.20606371885
1420	608	4.02389333133
1000	1907	4.18503363286
1569	30749	4.74712038532
373	2028	5.71107341969
1316	509	4.44642009955
956	122882	4.50527270742
36	4963	4.58894150124
957	2762	4.2568452448
1627	1674	4.76954087082
1731	76093	4.2679726669
513	3030	4.28931677785
742	318	4.4742615096
968	4226	4.14412269528
178	115617	4.78252537919
337	5008	4.23040862717
597	126219	3.70476173944
1717	118700	4.38504468041
22	1259	4.39518632155
1496	26082	4.49915191102
1349	48774	4.28877518272
911	3160	4.70236817753
1254	34162	4.53073817054
740	1206	4.73809870404
1107	7156	4.14793726515
1346	2858	4.34840001894
1140	64716	4.13937622796
1296	17	4.42041370601
1642	109374	4.19969382099
1615	1378	3.9743014842
135	3114	4.37573546677
589	1945	3.60769138142
286	7153	4.61983463215
1464	8132	3.96976673956
838	318	4.29628695606
881	2028	4.07389963796
317	48516	4.17798027981
693	7153	3.98150550557
797	57504	4.12129344953
486	90357	4.31082181448
1585	81834	4.50539040444
1655	115617	4.45454319577
265	2019	4.39025727845
1384	112290	3.5723880277
111	46578	3.56728684549
472	48780	5.3413369668
1382	2297	4.7017167175
1243	541	4.11054282523
459	1291	4.14438788526
1184	109487	4.62929473229
1482	3925	4.47387956653
1411	118706	4.18269561537
323	904	3.83186973872
1178	6377	4.2659195917
662	3468	4.05843441524
1077	102445	4.35852426135
1629	899	4.00265341102
42	3462	4.38269221866
469	2019	4.49762826551
1700	4963	4.8145602686
529	215	4.07278896136
362	64285	3.79911166059
614	5952	4.00015962863
347	5388	4.58699001582
1526	54001	4.49358715385
1227	55290	4.20187688494
1153	750	4.45445978186
240	7361	4.01131523284
259	50	4.02266890852
1453	111362	4.70709468113
384	5952	4.40320221008
783	25	4.29643464613
1148	370	3.98786390702
263	750	3.12723320392
1018	2762	4.20468001219
1656	1148	4.76900597253
756	1258	4.84993792118
1413	1208	4.64768452768
594	1148	4.52967667385
898	100714	4.44966190761
607	84716	5.0
87	58559	4.77888227056
924	912	3.93852987903
921	104283	4.42987508636
412	3949	4.28802255679
641	1945	4.31708418887
1531	54286	3.95823274958
1535	2542	4.5729170316
1462	1032	4.624985277
431	1204	4.09700751521
1529	7099	4.67178238617
365	40815	3.62615455473
410	8807	4.8245272105
792	68358	4.57684282143
924	912	3.93852987903
1714	296	3.92647859283
838	4226	4.00882727843
401	4226	4.53445388367
459	1200	3.91919383435
976	76093	3.75850803525
924	318	4.09224812931
1466	55442	4.49178040971
1514	55098	4.29198648967
840	2140	3.92653415528
1119	1234	4.12899649714
1309	26082	4.16206920299
1612	55814	4.26998481018
299	7099	4.37636511045
1703	109374	3.89293158683
1379	1617	3.66557347009
1719	118896	3.18332615007
616	3435	4.21164112392
197	5690	4.77471245367
1119	4878	4.1811185389
1469	64614	3.89837343413
1214	1252	4.75728724957
1620	8958	4.30959463941
1224	3396	3.65171992529
586	76093	4.01295644614
910	36	4.35630186073
1432	1196	3.67437663279
1572	8961	4.96792014769
818	1265	4.18481278047
645	3262	4.79330899146
1016	750	5.0
1392	94959	4.59936574213
1054	903	4.57578362613
417	1291	3.93602970089
526	4308	4.7453501049
1729	2028	3.92871873936
902	58559	5.0
348	1265	3.67515636277
779	7153	4.14026910979
772	5971	4.36578593143
539	3751	4.02873353399
1219	858	4.40411877099
385	3462	4.36063028421
109	1196	4.46502783421
95	608	3.96800998019
1374	105504	4.93029290281
1677	26776	3.24353116375
589	3730	3.54555453907
517	131237	4.04538780232
909	25	4.38337419906
389	555	4.85947521087
1012	88125	4.66289594798
450	2571	4.36715592521
764	122882	3.80931046523
258	56782	3.99039464401
1001	78499	4.99538778581
930	1193	4.9484602516
47	113741	4.49248517629
18	1527	3.73770808393
179	36529	4.03406360265
356	2571	3.99350063572
1424	111	4.69880499352
470	5418	3.73634601863
471	111	4.04218892283
1219	1198	4.62365229254
1005	2019	4.17251749613
1159	102445	4.29113301201
932	91658	4.34499594905
96	1136	3.9440479022
271	80463	3.95854478072
1117	1284	4.16101975577
666	99114	4.5684636044
806	5971	4.04151759031
427	95	4.60740167763
1444	56367	4.7353394674
1475	4011	4.38512045541
1456	3224	4.64377285069
1457	1259	4.38507871101
389	3000	4.33206216566
631	111	4.01332080226
1309	68237	4.2301788866
1664	115713	4.25866583318
173	104879	4.53935260364
1037	114082	4.46552594394
1327	122882	4.43863640046
677	7153	4.88914320049
310	38061	4.15521042959
55	141	4.63026484749
966	122924	4.8367967439
1515	5971	5.13579775873
69	106920	4.31885027767
471	80463	4.10671005404
519	31658	4.43409312434
1517	527	4.62638210433
1516	57669	4.72448165105
843	5008	3.35907217937
268	590	4.62074432623
225	1954	4.40554327197
121	68157	4.23542230653
1677	112852	3.20396389459
1473	5108	3.46899565282
213	7361	4.95585081756
1476	5971	4.46676324442
1630	778	4.15523600354
35	5952	3.69798964459
688	4011	3.86472742677
1019	903	3.38431619824
987	5690	3.84708493641
100	74458	3.98023252656
323	5995	3.77277653412
270	296	4.9058086373
193	32554	4.57339898114
1352	1228	3.87532937378
239	47099	3.70796376646
867	1198	4.85164343715
1209	116797	3.81235922783
1142	79553	4.40752696754
1736	58559	3.99563283113
1113	79091	3.81548343746
242	50	4.88011887418
635	1212	4.76919624022
1588	1193	4.34481029044
154	1244	4.37223506994
1416	88125	4.20046826343
216	1252	4.47114789093
1450	1304	4.59944429985
778	608	4.2926662378
1541	3114	4.37834166681
454	1225	4.11882480489
126	96821	3.60066552074
1028	56715	4.5324173566
667	7254	4.68138285161
1332	50	4.36450773077
680	5152	5.30453431947
543	116797	3.85438866456
582	904	4.96883670079
1518	71264	3.86395118091
1449	3578	4.68850973127
1224	1203	3.53039028309
203	5008	3.78915208918
924	912	3.93852987903
587	81845	4.96774832787
1036	44199	4.20384131443
373	858	4.54581869712
972	1961	4.29388260658
642	84152	4.26911929544
899	38061	4.50546526385
51	4963	4.37118039061
327	3967	4.25528212498
1417	2502	3.9733064974
1471	2905	4.36543225334
53	1203	4.45530698821
1606	111362	4.40637432221
1672	1136	4.6582040176
321	1198	4.34905515845
1182	1617	4.03943351951
795	8125	3.93004765382
506	115617	4.80325519397
135	1704	4.27007196724
1395	1136	4.45374793679
1516	908	4.7664320019
1031	112552	4.21956639827
629	5105	4.53808399837
1194	91529	4.38383850201
210	134853	4.02945322741
634	5995	4.09291224976
927	1178	4.16963231673
1093	7361	4.46995710678
176	1035	4.60959630177
773	97304	4.17205367043
1399	114180	4.52134715541
952	88125	4.52765168743
362	1347	4.05437990013
992	1178	4.14439123772
450	551	4.6775771125
48	31658	4.06727264542
1629	31658	4.02689194531
510	33660	4.2475635343
1101	31658	4.17344403852
146	5995	4.64079362495
1263	92507	4.30116156517
186	91529	4.41278669375
936	3147	4.23742626554
226	2858	4.3918442039
1058	81845	4.50330720425
1633	1250	3.81220173882
769	111362	4.21853392365
42	8188	5.27264968239
1676	3527	4.50621349979
218	3000	4.63954911879
1159	60397	4.56898896433
1118	318	4.84605574135
1471	3030	4.38314090391
198	112183	4.30944777839
1298	2959	4.2725622037
1627	8207	4.16040771113
1296	55442	4.4247188971
1254	150	4.64489742849
1170	904	4.25730266285
1680	1276	4.22019368143
1358	66371	4.4929690842
296	4878	4.49480169145
211	86190	4.34459316235
746	947	3.84640481379
1726	96969	3.48461533568
1192	55098	4.75815673473
831	48516	4.28401395136
1167	5679	4.01724166725
115	908	3.64641271435
1230	1950	4.15786101303
173	2186	4.31609945741
1408	589	4.28328834854
337	50	4.39457967936
689	2706	4.78704523737
495	30749	4.66847011288
587	112552	4.95560856116
1243	50	4.31583315247
368	134853	4.30905146481
341	44195	4.3592622153
912	2028	4.6149654755
1518	96811	4.04659985391
395	2640	4.84261820603
1645	95654	4.17523646326
1738	109487	4.33861039044
1141	1198	4.02377061694
85	2905	4.52637147451
1643	5618	4.49183980712
997	590	3.90634317775
949	2186	4.65731444633
1566	1256	4.26174110987
1046	59315	4.82348129925
